Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные;Тур
Андрей Никитин;СКА-Хабаровск;237;69;АП П;-;1.00;-;-;-;2.00;1.00;-;-;-;-;-;1.00;2.00;-;0.44;27.00;63 %;2.00;100 %;-;-;5.00;80 %;-;-;-;-;2.00;0 %;4.00;100 %;7.00;3.00;-;1.00;1.00;4.00;11.00;45 %;1.00;0 %;10.00;50 %;3.00;33 %;8.00;50 %;5.00;60 %;-;-;1.00;3.00;1;1.00;1.00;-;48.00;30.00;63 %;0 %;1.00;1.00;-;0.17;0.22;-;0.00;1.10;0.18;0.92;-;-;17.00;2.00;-;4.00;-;-;-;4.00;5.00;-;5.00;1.00;4.00;3.00;-;10
Никита Балахонцев;Тюмень;176;68;Ф ПЦ;-;-;-;-;-;1.00;-;3.00;-;-;1.00;-;-;-;-;-;16.00;81 %;-;-;1.00;0 %;2.00;50 %;2.00;100 %;-;-;2.00;50 %;-;-;5.00;-;-;1.00;-;-;14.00;57 %;3.00;67 %;11.00;55 %;5.00;80 %;3.00;0 %;2.00;0 %;1.00;100 %;2.00;1.00;1;1.00;1.00;-;33.00;24.00;73 %;-;-;-;-;-;-;-;-;0.66;1.41;-0.75;-;-;13.00;-;-;1.00;2.00;-;1.00;-;8.00;2.00;6.00;4.00;-;-;1.00;10
Владислав Левин;Арсенал Тула;224;68;П ПЦ;-;-;1.00;-;0 %;1.00;-;1.00;-;-;-;-;1.00;1.00;1.00;0.06;59.00;90 %;1.00;0 %;-;-;15.00;87 %;2.00;100 %;-;-;5.00;80 %;5.00;80 %;4.00;-;-;2.00;1.00;-;9.00;44 %;5.00;40 %;4.00;50 %;1.00;0 %;1.00;0 %;-;-;2.00;50 %;3.00;10.00;1;1.00;1.00;-;82.00;71.00;87 %;100 %;-;-;-;0.11;0.06;-;0.00;1.41;0.20;1.21;-;-;53.00;-;-;13.00;2.00;-;4.00;4.00;4.00;2.00;2.00;-;-;-;1.00;10
Михаил Петров;Тюмень;193;68;ЗП ПЦ;-;-;-;-;-;-;3.00;1.00;1.00;1.00;-;-;-;-;-;-;27.00;85 %;-;-;-;-;5.00;60 %;-;-;-;-;3.00;67 %;-;-;5.00;2.00;-;6.00;1.00;1.00;13.00;46 %;8.00;63 %;5.00;20 %;2.00;50 %;-;-;-;-;1.00;100 %;9.00;4.00;1;1.00;1.00;-;54.00;43.00;80 %;-;-;-;-;-;-;-;-;0.66;1.41;-0.75;0.09;0.09;23.00;-;-;3.00;-;-;2.00;-;6.00;5.00;1.00;1.00;-;-;1.00;10
Антон Синяк;Тюмень;217;68;ЗЛ;-;-;-;-;-;-;2.00;-;-;-;1.00;-;-;-;-;-;33.00;82 %;-;-;-;-;6.00;67 %;2.00;50 %;-;-;5.00;80 %;2.00;100 %;3.00;-;1.00;1.00;1.00;-;4.00;50 %;4.00;50 %;-;-;2.00;100 %;-;-;-;-;2.00;0 %;4.00;3.00;1;1.00;1.00;-;45.00;36.00;80 %;-;-;-;-;-;-;-;-;0.66;1.41;-0.75;0.11;0.11;27.00;-;-;4.00;1.00;-;4.00;2.00;2.00;2.00;-;2.00;-;-;-;10
Олег Исаенко;Химки;182;67;ЗП П;-;-;-;-;-;-;1.00;-;1.00;2.00;-;-;-;1.00;-;0.02;25.00;80 %;-;-;1.00;0 %;5.00;80 %;-;-;-;-;3.00;100 %;1.00;0 %;5.00;1.00;1.00;3.00;1.00;1.00;10.00;50 %;8.00;38 %;2.00;100 %;1.00;0 %;1.00;100 %;1.00;100 %;4.00;25 %;3.00;3.00;1;1.00;1.00;-;45.00;33.00;73 %;0 %;-;1.00;-;-;0.02;-;0.00;0.18;1.10;-0.92;-;-;20.00;-;-;4.00;-;-;3.00;-;5.00;3.00;2.00;-;1.00;1.00;1.00;10
Александр Гаглоев;КамАЗ Набережные Челны;175;66;АП Л;-;-;-;-;-;-;-;2.00;-;-;1.00;1.00;1.00;-;-;-;26.00;69 %;-;-;6.00;0 %;4.00;75 %;-;-;-;-;1.00;100 %;6.00;50 %;12.00;-;-;-;-;2.00;18.00;28 %;4.00;25 %;14.00;29 %;2.00;50 %;5.00;40 %;3.00;0 %;1.00;100 %;2.00;1.00;1;1.00;-;-;49.00;28.00;57 %;-;-;-;-;0.19;-;-;-;0.21;0.36;-0.15;-;-;18.00;-;-;3.00;-;-;1.00;3.00;5.00;1.00;4.00;1.00;2.00;-;1.00;10
Кирилл Косарев;ФК Волгарь;172;66;Ф ЛЦ;-;-;1.00;-;0 %;-;2.00;1.00;-;-;-;-;-;-;-;-;18.00;72 %;-;-;-;-;1.00;0 %;-;-;-;-;-;-;-;-;16.00;3.00;2.00;-;-;-;29.00;17 %;3.00;0 %;26.00;19 %;11.00;18 %;2.00;0 %;2.00;0 %;1.00;0 %;1.00;-;1;1.00;1.00;-;50.00;19.00;38 %;-;-;-;-;0.02;-;-;-;1.8;0.20;0.88;-;-;13.00;-;-;-;-;-;-;-;5.00;-;5.00;2.00;-;-;-;10
Владислав Яковлев;Химки;158;66;Ф Ц;-;-;-;-;-;-;3.00;1.00;-;-;-;-;1.00;-;-;-;6.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;-;1.00;-;-;-;8.00;25 %;3.00;33 %;5.00;20 %;4.00;50 %;1.00;0 %;1.00;0 %;-;-;1.00;-;1;1.00;1.00;-;16.00;9.00;56 %;-;-;-;-;0.03;-;-;-;0.18;1.10;-0.92;-;-;6.00;-;-;-;-;-;-;-;2.00;1.00;1.00;2.00;-;-;-;10
Максим Турищев;Родина Москва;225;64;Ф ПЦ;1.00;-;1.00;1.00;100 %;-;3.00;2.00;-;-;-;-;1.00;2.00;1.00;0.24;13.00;62 %;1.00;0 %;2.00;0 %;2.00;50 %;-;-;-;-;2.00;50 %;1.00;0 %;5.00;-;1.00;-;-;1.00;6.00;17 %;-;-;6.00;17 %;4.00;0 %;-;-;-;-;-;-;2.00;1.00;1;1.00;1.00;-;27.00;15.00;56 %;50 %;1.00;-;-;-;0.12;0.24;4.17;1.41;0.66;0.75;-;-;8.00;-;-;1.00;-;-;1.00;-;1.00;-;1.00;-;-;-;-;10
Георгий Юдинцев;Родина Москва;242;64;З П;-;1.00;-;-;-;1.00;4.00;-;-;-;1.00;-;-;-;-;-;36.00;72 %;1.00;100 %;1.00;0 %;10.00;50 %;-;-;-;-;2.00;50 %;3.00;0 %;3.00;-;-;2.00;-;1.00;9.00;56 %;5.00;60 %;4.00;50 %;2.00;50 %;2.00;100 %;1.00;100 %;1.00;100 %;4.00;6.00;1;1.00;1.00;-;56.00;42.00;75 %;-;-;-;-;0.22;-;-;-;1.41;0.66;0.75;-;-;26.00;1.00;-;5.00;-;-;1.00;-;5.00;3.00;2.00;1.00;2.00;1.00;1.00;10
Валерий Чуперка;Кубань Краснодар;184;62;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;1.00;2.00;1.00;-;-;1.00;-;0.03;44.00;80 %;-;-;1.00;0 %;4.00;50 %;1.00;0 %;-;-;2.00;0 %;6.00;33 %;4.00;1.00;1.00;4.00;1.00;1.00;7.00;57 %;4.00;50 %;3.00;67 %;1.00;100 %;-;-;-;-;2.00;50 %;3.00;5.00;1;1.00;1.00;-;62.00;48.00;77 %;0 %;1.00;-;-;0.04;0.03;-;0.00;1.5;0.48;0.57;-;-;35.00;-;-;2.00;-;-;-;2.00;4.00;2.00;2.00;1.00;-;-;1.00;10
Егор Иванов;Енисей Красноярск;194;62;ЗП ЛЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.04;30.00;90 %;-;-;-;-;7.00;86 %;-;-;-;-;3.00;67 %;-;-;1.00;-;-;2.00;1.00;-;4.00;50 %;3.00;33 %;1.00;100 %;1.00;0 %;1.00;100 %;-;-;2.00;50 %;7.00;4.00;1;1.00;1.00;-;46.00;40.00;87 %;0 %;1.00;-;-;-;0.04;-;0.00;0.11;0.96;-0.85;-;-;27.00;-;-;6.00;-;-;2.00;-;2.00;1.00;1.00;-;1.00;-;1.00;10
Гаррик Левин;Кубань Краснодар;209;62;АП П;-;-;-;-;-;-;2.00;-;-;-;1.00;-;-;-;-;-;19.00;79 %;1.00;0 %;1.00;100 %;5.00;60 %;2.00;50 %;-;-;2.00;100 %;3.00;67 %;8.00;2.00;-;1.00;1.00;-;16.00;38 %;6.00;33 %;10.00;40 %;2.00;0 %;5.00;60 %;3.00;67 %;5.00;40 %;3.00;7.00;1;1.00;1.00;-;45.00;31.00;69 %;-;-;-;-;0.26;-;-;-;1.5;0.48;0.57;-;-;15.00;-;1.00;3.00;1.00;-;2.00;2.00;6.00;2.00;4.00;-;3.00;2.00;2.00;10
Александр Ломакин;Енисей Красноярск;187;62;АП Ц;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.04;22.00;77 %;3.00;33 %;-;-;2.00;50 %;1.00;100 %;-;-;2.00;50 %;2.00;100 %;2.00;-;-;-;-;2.00;10.00;40 %;7.00;29 %;3.00;67 %;3.00;33 %;2.00;50 %;1.00;0 %;3.00;33 %;1.00;2.00;1;1.00;1.00;-;38.00;26.00;68 %;0 %;1.00;-;-;0.04;0.04;-;0.00;0.11;0.96;-0.85;0.01;0.01;17.00;1.00;-;1.00;1.00;-;1.00;2.00;4.00;2.00;2.00;1.00;1.00;-;1.00;10
Сердер Сердеров;Динамо Махачкала;235;61;Ф Ц;1.00;-;2.00;1.00;50 %;1.00;1.00;1.00;-;-;-;-;1.00;2.00;1.00;0.16;8.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;1.00;1.00;-;-;-;8.00;25 %;2.00;50 %;6.00;17 %;4.00;25 %;-;-;-;-;1.00;0 %;1.00;1.00;1;1.00;1.00;-;21.00;9.00;43 %;50 %;1.00;-;-;-;0.08;0.16;6.25;0.81;0.19;0.62;-;-;4.00;-;-;-;-;-;-;-;2.00;1.00;1.00;1.00;-;-;-;10
Ян Гудков;Сокол Саратов;225;60;ЗЛ;-;1.00;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.04;25.00;80 %;1.00;100 %;5.00;20 %;4.00;50 %;4.00;100 %;1.00;100 %;1.00;100 %;2.00;100 %;4.00;-;2.00;1.00;-;3.00;12.00;58 %;4.00;50 %;8.00;63 %;4.00;75 %;2.00;100 %;-;-;1.00;100 %;4.00;2.00;1;1.00;1.00;-;49.00;36.00;73 %;0 %;-;1.00;-;0.36;0.04;-;0.00;1.89;1.89;0.00;-;-;20.00;1.00;1.00;2.00;4.00;1.00;1.00;2.00;7.00;2.00;5.00;3.00;2.00;-;1.00;10
Давид Кокоев;Нефтехимик Нижнекамск;187;60;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;-;1.00;-;-;-;-;-;21.00;86 %;-;-;-;-;4.00;50 %;-;-;-;-;4.00;50 %;1.00;0 %;4.00;1.00;1.00;2.00;-;1.00;8.00;38 %;1.00;0 %;7.00;43 %;1.00;0 %;-;-;-;-;1.00;0 %;2.00;3.00;1;1.00;1.00;-;36.00;27.00;75 %;-;-;-;-;-;-;-;-;0.32;0.21;0.11;-;-;18.00;-;-;2.00;-;-;2.00;-;3.00;-;3.00;-;-;-;-;10
Артём Котик;Нефтехимик Нижнекамск;180;60;Ф ПЦ;-;-;1.00;-;0 %;-;4.00;1.00;-;-;-;-;1.00;-;-;-;13.00;54 %;1.00;0 %;-;-;5.00;20 %;-;-;-;-;5.00;40 %;1.00;0 %;13.00;1.00;2.00;-;-;-;23.00;22 %;4.00;25 %;19.00;21 %;12.00;25 %;-;-;-;-;1.00;0 %;2.00;1.00;1;1.00;1.00;-;41.00;15.00;37 %;-;-;-;-;-;-;-;-;0.32;0.21;0.11;-;-;7.00;-;-;1.00;-;-;2.00;-;5.00;1.00;4.00;3.00;-;-;-;10
Дмитрий Сасин;Сокол Саратов;176;60;П П;-;-;1.00;-;0 %;-;1.00;1.00;-;-;-;-;-;2.00;-;0.24;13.00;92 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;4.00;-;-;-;-;-;12.00;33 %;4.00;25 %;8.00;38 %;2.00;0 %;3.00;33 %;1.00;0 %;2.00;50 %;-;4.00;1;1.00;1.00;-;31.00;20.00;65 %;0 %;1.00;1.00;-;-;0.12;-;0.00;1.89;1.89;0.00;-;-;12.00;-;-;1.00;-;-;1.00;-;4.00;1.00;3.00;-;1.00;-;1.00;10
Денис Талалай;Нефтехимик Нижнекамск;221;60;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;1.00;-;0.02;20.00;95 %;-;-;1.00;100 %;3.00;100 %;-;-;-;-;3.00;100 %;1.00;100 %;2.00;1.00;-;3.00;-;-;10.00;70 %;6.00;50 %;4.00;100 %;3.00;67 %;-;-;-;-;4.00;50 %;4.00;4.00;1;1.00;1.00;-;39.00;34.00;87 %;0 %;-;1.00;-;-;0.02;-;0.00;0.32;0.21;0.11;-;-;19.00;-;1.00;3.00;-;-;3.00;1.00;7.00;3.00;4.00;2.00;-;-;2.00;10
Ильнур Бадртдинов;КамАЗ Набережные Челны;170;58;АП П;-;-;-;-;-;-;-;2.00;-;-;-;-;1.00;-;-;-;12.00;83 %;-;-;1.00;0 %;2.00;100 %;1.00;100 %;-;-;-;-;-;-;5.00;1.00;1.00;1.00;-;-;7.00;0 %;2.00;0 %;5.00;0 %;3.00;0 %;2.00;0 %;2.00;0 %;-;-;3.00;3.00;1;1.00;1.00;-;27.00;17.00;63 %;-;-;-;-;-;-;-;-;0.07;0.32;-0.25;-;-;10.00;-;-;2.00;1.00;-;-;-;-;-;-;-;-;-;-;10
Илья Берковский;Химки;209;57;АП ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;16.00;81 %;-;-;-;-;2.00;50 %;1.00;100 %;-;-;2.00;50 %;2.00;50 %;3.00;-;-;3.00;2.00;-;13.00;54 %;5.00;40 %;8.00;63 %;1.00;0 %;2.00;100 %;-;-;1.00;100 %;1.00;8.00;1;1.00;1.00;-;38.00;29.00;76 %;-;-;-;-;0.08;-;-;-;0.18;0.70;-0.52;-;-;13.00;-;-;1.00;1.00;-;1.00;1.00;7.00;2.00;5.00;-;2.00;-;1.00;10
Аршак Корян;Химки;193;57;АП ПЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.01;15.00;60 %;1.00;0 %;2.00;0 %;7.00;43 %;-;-;-;-;2.00;0 %;3.00;0 %;4.00;-;1.00;1.00;1.00;2.00;12.00;17 %;6.00;17 %;6.00;17 %;1.00;0 %;2.00;50 %;-;-;3.00;33 %;2.00;2.00;1;1.00;1.00;-;35.00;17.00;49 %;0 %;1.00;-;-;0.03;0.01;-;0.00;0.18;0.70;-0.52;-;-;9.00;-;-;3.00;-;-;-;-;2.00;1.00;1.00;-;1.00;-;1.00;10
Бутта Магомедов;Химки;182;57;ЗП ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;-;0.05;30.00;87 %;-;-;-;-;6.00;100 %;2.00;50 %;-;-;5.00;100 %;2.00;0 %;3.00;-;1.00;3.00;2.00;1.00;9.00;22 %;4.00;0 %;5.00;40 %;2.00;0 %;1.00;100 %;1.00;100 %;1.00;0 %;3.00;5.00;1;1.00;1.00;-;50.00;37.00;74 %;0 %;-;1.00;-;0.06;0.05;-;0.00;0.18;0.70;-0.52;-;-;26.00;-;-;6.00;1.00;-;5.00;-;2.00;-;2.00;-;1.00;1.00;-;10
Игорь Соколов;Шинник;180;57;АП Ц;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.02;18.00;72 %;1.00;100 %;-;-;4.00;50 %;3.00;67 %;-;-;3.00;33 %;-;-;2.00;1.00;-;-;-;2.00;12.00;50 %;2.00;50 %;10.00;50 %;5.00;40 %;1.00;0 %;-;-;1.00;100 %;1.00;6.00;1;1.00;1.00;-;40.00;28.00;70 %;0 %;1.00;-;-;0.11;0.02;-;0.00;0.20;1.14;-0.94;-;-;13.00;1.00;-;2.00;2.00;-;1.00;-;6.00;1.00;5.00;2.00;-;-;1.00;10
Никита Бакалюк;Кубань Краснодар;188;56;ЗП ПЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;1.00;-;0.06;34.00;94 %;-;-;-;-;6.00;83 %;-;-;-;-;3.00;100 %;-;-;1.00;-;-;4.00;2.00;1.00;9.00;44 %;7.00;43 %;2.00;50 %;1.00;100 %;-;-;-;-;1.00;0 %;2.00;7.00;1;1.00;1.00;-;54.00;46.00;85 %;0 %;1.00;-;-;0.01;0.06;-;0.00;1.1;0.48;0.53;-;-;32.00;-;-;5.00;-;-;3.00;-;4.00;3.00;1.00;1.00;-;-;-;10
Оливье Кенфак;Кубань Краснодар;206;56;АП Л;-;-;1.00;-;0 %;-;-;1.00;-;-;-;-;-;3.00;1.00;0.87;18.00;78 %;-;-;1.00;0 %;1.00;100 %;-;-;-;-;-;-;1.00;0 %;2.00;-;-;-;-;-;14.00;36 %;4.00;50 %;10.00;30 %;4.00;0 %;3.00;67 %;1.00;100 %;3.00;33 %;2.00;6.00;1;1.00;1.00;-;42.00;27.00;64 %;33 %;1.00;1.00;-;0.08;0.29;-;0.00;1.1;0.48;0.53;-;-;14.00;-;-;1.00;-;-;-;-;5.00;2.00;3.00;-;2.00;1.00;1.00;10
Сергей Ткачёв;Арсенал Тула;262;56;АП П;-;1.00;1.00;-;0 %;3.00;-;1.00;-;-;-;-;-;3.00;-;0.09;36.00;78 %;4.00;75 %;1.00;0 %;6.00;50 %;2.00;50 %;1.00;0 %;3.00;67 %;7.00;71 %;8.00;-;2.00;3.00;3.00;2.00;13.00;62 %;3.00;67 %;10.00;60 %;3.00;33 %;3.00;100 %;1.00;100 %;1.00;100 %;3.00;1.00;1;1.00;1.00;-;60.00;42.00;70 %;0 %;3.00;-;-;0.91;0.03;-;0.00;1.2;0.20;0.82;0.05;0.05;28.00;3.00;-;3.00;1.00;-;2.00;5.00;8.00;2.00;6.00;1.00;3.00;1.00;1.00;10
Шамиль Саадуев;Черноморец;218;52;АП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.33;15.00;80 %;-;-;-;-;3.00;67 %;1.00;100 %;-;-;1.00;100 %;1.00;0 %;3.00;-;1.00;2.00;-;2.00;9.00;56 %;4.00;50 %;5.00;60 %;-;-;2.00;50 %;1.00;100 %;1.00;100 %;2.00;1.00;1;1.00;1.00;-;31.00;22.00;71 %;0 %;1.00;-;-;0.02;0.33;-;0.00;1.81;1.89;-0.08;-;-;12.00;-;-;2.00;1.00;-;1.00;-;5.00;2.00;3.00;-;1.00;1.00;1.00;10
Батраз Гурциев;Алания Владикавказ;189;50;АП П;-;-;3.00;-;0 %;2.00;2.00;1.00;-;-;-;-;-;3.00;2.00;0.51;7.00;57 %;1.00;0 %;1.00;0 %;1.00;100 %;-;-;-;-;1.00;0 %;1.00;0 %;4.00;-;1.00;-;-;-;5.00;20 %;1.00;0 %;4.00;25 %;3.00;0 %;1.00;0 %;1.00;0 %;-;-;1.00;3.00;1;-;-;1.00;20.00;11.00;55 %;67 %;-;1.00;-;0.10;0.17;-;0.00;1.2;0.40;0.62;-;-;4.00;-;-;1.00;-;-;-;-;1.00;-;1.00;-;-;-;-;10
Валерий Царукян;Алания Владикавказ;201;50;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;0.02;24.00;88 %;1.00;0 %;1.00;0 %;4.00;75 %;-;-;-;-;4.00;100 %;1.00;0 %;2.00;1.00;-;-;-;3.00;7.00;14 %;4.00;0 %;3.00;33 %;1.00;0 %;2.00;50 %;1.00;100 %;2.00;0 %;1.00;3.00;1;-;-;1.00;39.00;30.00;77 %;100 %;-;-;-;0.08;0.02;-;0.00;1.2;0.40;0.62;-;-;21.00;-;-;3.00;-;-;4.00;-;1.00;-;1.00;-;1.00;1.00;-;10
Игорь Андреев;Шинник;161;49;Ф Ц;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;7.00;71 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;1.00;2.00;-;-;-;11.00;45 %;2.00;0 %;9.00;56 %;1.00;100 %;-;-;-;-;-;-;-;-;1;-;-;1.00;20.00;10.00;50 %;-;-;-;-;0.05;-;-;-;0.07;0.65;-0.58;-;-;5.00;-;-;-;-;-;-;-;5.00;-;5.00;1.00;-;-;-;10
Илья Быковский;Арсенал Тула;204;49;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.05;38.00;58 %;-;-;5.00;20 %;9.00;22 %;2.00;0 %;-;-;8.00;38 %;7.00;43 %;8.00;-;-;1.00;1.00;1.00;8.00;50 %;5.00;40 %;3.00;67 %;1.00;100 %;2.00;50 %;2.00;50 %;1.00;0 %;2.00;4.00;1;-;-;1.00;54.00;33.00;61 %;0 %;1.00;-;-;0.07;0.05;-;0.00;0.65;0.07;0.58;-;-;22.00;-;1.00;2.00;-;-;3.00;3.00;4.00;2.00;2.00;1.00;1.00;1.00;-;10
Максим Левин;Ленинградец;196;49;АП Ц;-;-;2.00;-;0 %;-;-;-;-;-;-;-;-;1.00;-;0.13;19.00;63 %;-;-;1.00;100 %;3.00;33 %;1.00;0 %;-;-;3.00;100 %;7.00;57 %;7.00;3.00;2.00;2.00;1.00;-;7.00;29 %;2.00;0 %;5.00;40 %;-;-;2.00;50 %;1.00;100 %;-;-;1.00;3.00;1;-;-;1.00;33.00;18.00;55 %;0 %;1.00;-;-;-;0.13;-;0.00;0.57;0.46;0.11;-;-;12.00;-;1.00;1.00;-;-;3.00;4.00;2.00;-;2.00;-;1.00;1.00;-;10
Вячеслав Подберёзкин;СКА-Хабаровск;224;49;П ЛЦ;-;-;1.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;1.00;-;0.09;29.00;100 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;1.00;-;-;3.00;-;-;9.00;56 %;9.00;56 %;-;-;1.00;100 %;-;-;-;-;4.00;50 %;2.00;5.00;1;-;-;1.00;46.00;41.00;89 %;0 %;1.00;-;-;-;0.09;-;0.00;2.6;0.37;1.69;-;-;29.00;-;-;2.00;-;-;-;-;5.00;5.00;-;1.00;-;-;2.00;10
Андрей Евдокимов;Сокол Саратов;220;48;З Ц;-;-;1.00;-;0 %;1.00;1.00;-;-;-;-;-;-;1.00;1.00;0.21;52.00;94 %;-;-;-;-;3.00;33 %;-;-;-;-;-;-;-;-;-;-;1.00;12.00;2.00;-;11.00;82 %;10.00;80 %;1.00;100 %;8.00;88 %;-;-;-;-;-;-;7.00;10.00;1;-;-;1.00;82.00;76.00;93 %;100 %;-;-;-;-;0.21;-;0.00;1.25;0.98;0.27;0.28;0.14;49.00;-;-;1.00;-;-;-;-;9.00;8.00;1.00;7.00;-;-;-;10
Сослан Качмазов;Алания Владикавказ;180;47;ЗП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;21.00;71 %;1.00;0 %;-;-;3.00;33 %;-;-;-;-;2.00;100 %;1.00;100 %;2.00;-;-;2.00;-;-;6.00;50 %;4.00;75 %;2.00;0 %;3.00;33 %;1.00;0 %;1.00;0 %;1.00;100 %;2.00;3.00;1;1.00;1.00;-;32.00;23.00;72 %;-;-;-;-;-;-;-;-;0.13;0.65;-0.52;0.03;0.03;15.00;-;-;1.00;-;-;2.00;1.00;3.00;3.00;-;1.00;-;-;1.00;10
Александр Коротков;Арсенал Тула;242;47;З П;1.00;-;1.00;1.00;100 %;1.00;-;-;-;-;-;-;-;1.00;1.00;0.09;27.00;89 %;1.00;100 %;-;-;2.00;100 %;-;-;-;-;1.00;0 %;-;-;3.00;-;-;4.00;-;-;3.00;33 %;1.00;100 %;2.00;0 %;-;-;1.00;0 %;1.00;0 %;1.00;100 %;6.00;2.00;1;1.00;1.00;-;39.00;34.00;87 %;100 %;-;-;-;-;0.09;0.09;11.11;1.2;0.13;0.89;0.02;0.02;24.00;1.00;-;2.00;-;-;-;-;1.00;1.00;-;-;-;-;1.00;10
Александр Ставпец;Шинник;188;47;АП Л;-;-;-;-;-;-;2.00;1.00;-;-;-;-;1.00;-;-;-;13.00;69 %;-;-;1.00;0 %;3.00;33 %;-;-;-;-;-;-;2.00;100 %;4.00;-;-;1.00;-;2.00;11.00;36 %;6.00;50 %;5.00;20 %;2.00;0 %;1.00;100 %;-;-;3.00;67 %;2.00;3.00;1;1.00;1.00;-;31.00;20.00;65 %;-;-;-;-;0.03;-;-;-;0.13;1.2;-0.89;-;-;9.00;-;-;1.00;-;-;-;2.00;4.00;3.00;1.00;-;1.00;-;2.00;10
Ибрагим Цаллагов;Алания Владикавказ;190;47;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28.00;86 %;-;-;-;-;7.00;57 %;1.00;100 %;-;-;2.00;0 %;2.00;100 %;4.00;1.00;-;2.00;1.00;1.00;4.00;75 %;2.00;100 %;2.00;50 %;1.00;0 %;-;-;-;-;2.00;100 %;2.00;-;1;1.00;1.00;-;35.00;30.00;86 %;-;-;-;-;0.03;-;-;-;0.13;0.65;-0.52;-;-;24.00;-;-;4.00;1.00;-;-;2.00;3.00;2.00;1.00;-;-;-;2.00;10
Кирилл Никитин;СКА-Хабаровск;181;46;АП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;7.00;86 %;-;-;-;-;1.00;100 %;-;-;-;-;1.00;100 %;-;-;3.00;2.00;-;1.00;-;-;6.00;33 %;2.00;50 %;4.00;25 %;1.00;100 %;1.00;0 %;-;-;1.00;100 %;-;3.00;1;1.00;1.00;-;17.00;12.00;71 %;-;-;-;-;-;-;-;-;0.53;0.16;0.37;-;-;6.00;-;-;1.00;-;-;1.00;-;2.00;1.00;1.00;1.00;-;-;1.00;10
